FR.SNCF.207;Gardonne;44.8351424;0.3323909;Aquitaine;*
FR.SNCF.208;Gauriaguet;45.0538504;-0.3998879;Aquitaine;*
FR.SNCF.209;Gazinet-Cestas;44.77196;-0.70221;Aquitaine;*
FR.SNCF.210;Gironde;45.0286892;-0.5922588;Aquitaine;*
FR.SNCF.211;Guéthary;43.4305176;-1.5938901;Aquitaine;*
FR.SNCF.212;Gujan-Mestras;44.6387109;-1.068068;Aquitaine;*
FR.SNCF.213;Halsou-Larressore;43.405496;-1.4498961;Aquitaine;*
FR.SNCF.214;Hendaye;43.3515112;-1.7854551;Aquitaine;*
FR.SNCF.215;Hendaye-Plage;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.216;Itxassou;43.3639817;-1.397665;Aquitaine;*
FR.SNCF.217;Jatxou;43.405496;-1.4498961;Aquitaine;*
FR.SNCF.218;La Bachellerie;45.1465417;1.153322;Aquitaine;*
FR.SNCF.219;La Cave;45.2033404;0.6108572;Aquitaine;*
FR.SNCF.220;La Coquille;45.541396;0.9750155;Aquitaine;*
FR.SNCF.221;La Croix-du-Prince;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.222;La Gorp;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.223;La Grave-d'Ambarès-Gare-Inf;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.224;La Hume;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.225;La Pointe-de-Grave;44.7002222;-0.2995785;Aquitaine;*
FR.SNCF.226;La Réole;44.5794163;-0.0285233;Aquitaine;*
FR.SNCF.227;La Teste;44.636399;-1.142653;Aquitaine;*
FR.SNCF.228;Labenne;43.5952514;-1.4252136;Aquitaine;*
FR.SNCF.229;Labouheyre;44.211298;-0.9206755;Aquitaine;*
FR.SNCF.230;Lalinde;44.8362962;0.70253;Aquitaine;*
FR.SNCF.231;Lamonzie-St-Martin;44.8351424;0.3323909;Aquitaine;*
FR.SNCF.232;Lamothe-Landerron;44.5322756;0.092423;Aquitaine;*
