BE.NMBS.154;BRAINE L'ALLEUD;50.684778;4.375525;203;
BE.NMBS.82;BRAINE LE COMTE;50.605075;4.137658;205;
BE.NMBS.83;BRESSOUX;50.644473;5.612496;208;
BE.NMBS.84;BRUGELETTE;50.594131;3.85305;209;
BE.NMBS.85;BRUGES;51.197225;3.216728;210;
BE.NMBS.85;BRUGES ;51.197225;3.216728;210;
BE.NMBS.85;BRUGGE;51.197225;3.216728;210;
BE.NMBS.85;BRUGGE ;51.197225;3.216728;210;
BE.NMBS.95;BRUSSEL  CENTRAL;50.845175;4.357131;215;
BE.NMBS.89;BRUSSEL  CHAPELLE;50.841131;4.347869;217;
BE.NMBS.88;BRUSSEL  CONGRES;50.851671;4.362634;216;
BE.NMBS.101;BRUSSEL  LUXEMBOURG;50.83886;4.37382;218;
BE.NMBS.98;BRUSSEL  MIDI;50.836782;4.336922;220;
BE.NMBS.100;BRUSSEL  NORD;50.859658;4.360854;221;
BE.NMBS.93;BRUSSEL  SCHUMAN;50.842851;4.380022;227;
BE.NMBS.87;BRUSSEL CENTRAAL;50.845175;4.357131;215;
BE.NMBS.88;BRUSSEL CONGRES;50.851671;4.362634;216;
BE.NMBS.89;BRUSSEL KAPELLEKERK;50.841131;4.347869;217;
BE.NMBS.90;BRUSSEL LUXEMBURG;50.83886;4.37382;218;
BE.NMBS.92;BRUSSEL NOORD;50.859658;4.360854;221;
BE.NMBS.93;BRUSSEL SCHUMAN;50.842851;4.380022;227;
BE.NMBS.94;BRUSSEL ZUID;50.836782;4.336922;220;
BE.NMBS.95;BRUSSELS  CENTRAL;50.845175;4.357131;215;
BE.NMBS.89;BRUSSELS  CHAPELLE;50.841131;4.347869;217;
BE.NMBS.88;BRUSSELS  CONGRES;50.851671;4.362634;216;
BE.NMBS.98;BRUSSELS  MIDI;50.836782;4.336922;220;
BE.NMBS.100;BRUSSELS  NORD;50.859658;4.360854;221;
BE.NMBS.93;BRUSSELS  SCHUMAN;50.842851;4.380022;227;
BE.NMBS.101;BRUSSELS LUXEMBOURG;50.83886;4.37382;218;
BE.NMBS.95;BRUXELLES CENTRAL;50.845175;4.357131;215;
BE.NMBS.96;BRUXELLES CHAPELLE;50.841131;4.347869;217;
BE.NMBS.97;BRUXELLES CONGRES;50.851671;4.362634;216;
BE.NMBS.101;BRUXELLES LUXEMBOURG;50.83886;4.37382;218;
BE.NMBS.98;BRUXELLES MIDI;50.836782;4.336922;220;
BE.NMBS.100;BRUXELLES NORD;50.859658;4.360854;221;
BE.NMBS.102;BRUXELLES SCHUMAN;50.842851;4.380022;227;
BE.NMBS.103;BUDA;50.908281;4.417053;229;
BE.NMBS.104;BUGGENHOUT;51.016228;4.200575;231;
BE.NMBS.105;BUIZINGEN;50.751581;4.258561;232;
BE.NMBS.106;BURST;50.907103;3.920911;235;
BE.NMBS.107;CALLENELLE;50.527192;3.526182;246;
BE.NMBS.108;CAMBRON CASTEAU;50.587131;3.874183;247;
BE.NMBS.109;CARLSBOURG;49.903539;5.097419;249;
BE.NMBS.110;CARNIERES;50.4477;4.264386;250;
BE.NMBS.111;CEROUX MOUSTY;50.659325;4.568547;252;
BE.NMBS.112;CHAPELLE DIEU;50.557902;4.698662;255;
BE.NMBS.113;CHAPOIS;50.262372;5.124278;257;
BE.NMBS.114;CHARLEROI OUEST;50.409741;4.435644;258;
BE.NMBS.115;CHARLEROI SUD;50.404713;4.438567;259;
BE.NMBS.114;CHARLEROI WEST;50.409741;4.435644;258;
BE.NMBS.115;CHARLEROI ZUID;50.404713;4.438567;259;
BE.NMBS.116;CHASTRE;50.607464;4.649833;261;
BE.NMBS.117;CHATEAU DE SEILLES;50.49721;5.081753;262;
BE.NMBS.118;CHATELET;50.410103;4.52186;263;
BE.NMBS.119;CHENEE;50.608327;5.61484;266;
BE.NMBS.120;CINEY;50.292022;5.090581;272;
BE.NMBS.121;COMBLAIN LA TOUR;50.45663;5.567193;277;
BE.NMBS.122;COMINES;50.77225;2.999117;278;
BE.NMBS.123;COO;50.391311;5.880883;992;
BE.NMBS.124;COUILLET;50.392727;4.469343;281;
BE.NMBS.125;COUR SUR HEURE;50.300889;4.392258;288;
BE.NMBS.126;COURCELLES MOTTE;50.462014;4.400528;286;
BE.NMBS.127;COURRIERE;50.387727;4.995732;287;
BE.NMBS.128;COURT SAINT ETIENNE;50.645566;4.565819;289;
BE.NMBS.297;COURTRAI;50.824339;3.265676;649;
BE.NMBS.129;COUVIN;50.057871;4.492653;291;
BE.NMBS.130;DAVE SAINT MARTIN;50.429042;4.884233;313;
BE.NMBS.131;DE HOEK;50.739181;4.370128;316;
BE.NMBS.132;DE PANNE;51.077288;2.602397;13;
BE.NMBS.133;DE PINTE;50.99735;3.650883;320;
BE.NMBS.134;DEINZE;50.97824;3.53494;317;
BE.NMBS.135;DELTA;50.819281;4.403972;1761;
BE.NMBS.136;DENDERLEEUW;50.891925;4.071828;318;
BE.NMBS.137;DENDERMONDE;51.022775;4.101431;319;
BE.NMBS.138;DIEGEM;50.890481;4.441931;325;
BE.NMBS.139;DIEPENBEEK;50.911414;5.416061;324;
BE.NMBS.140;DIEST;50.993342;5.050025;326;
BE.NMBS.141;DIKSMUIDE;51.033075;2.869156;327;
BE.NMBS.142;DILBEEK;50.866731;4.243389;328;
BE.NMBS.143;DINANT;50.260724;4.908179;329;
BE.NMBS.141;DIXMUDE;51.033075;2.869156;327;
BE.NMBS.144;DOLHAIN GILEPPE;50.616374;5.936683;331;
BE.NMBS.145;DOORNIK;50.613125;3.396936;1154;
BE.NMBS.146;DRONGEN;51.0474;3.653483;335;
BE.NMBS.147;DUFFEL;51.091633;4.492194;336;
BE.NMBS.148;DUINBERGEN;51.338108;3.26295;337;
BE.NMBS.149;ECAUSSINNES;50.5621;4.156094;342;
BE.NMBS.150;EDE;50.911203;3.987761;345;
BE.NMBS.151;EDINGEN;50.697198;4.04725;360;
BE.NMBS.152;EEKLO;51.180567;3.575256;346;
BE.NMBS.24;EERKEN;50.754337;4.662366;68;
BE.NMBS.153;EICHEM;50.823878;3.993659;347;
BE.NMBS.154;EIGENBRAKEL;50.684778;4.375525;203;
BE.NMBS.155;EINE;50.871008;3.623697;348;
BE.NMBS.156;EKE NAZARETH;50.961558;3.627192;351;
BE.NMBS.157;EKEREN;51.277214;4.433047;352;
BE.NMBS.158;ENGHIEN;50.697198;4.04725;360;
BE.NMBS.159;ENGIS;50.582964;5.401992;361;
BE.NMBS.160;EPPEGEM;50.9584;4.457486;363;
BE.NMBS.161;ERBISOEUL;50.507814;3.888717;364;
BE.NMBS.162;EREMBODEGEM;50.919302;4.055543;365;
BE.NMBS.163;ERNAGE;50.592412;4.667119;366;
BE.NMBS.164;ERPE MERE;50.928603;3.962461;367;
BE.NMBS.165;ERPS KWERPS;50.896506;4.584997;368;
BE.NMBS.166;ERQUELINNES;50.304189;4.113564;369;
BE.NMBS.167;ERQUELINNES DORP;50.309539;4.130281;371;
BE.NMBS.167;ERQUELINNES VILLAGE;50.309539;4.130281;371;
BE.NMBS.168;ESNEUX;50.529628;5.572658;375;
BE.NMBS.169;ESSEN;51.462736;4.451106;376;
BE.NMBS.170;ESSENE LOMBEEK;50.882447;4.115169;378;
BE.NMBS.171;ETTERBEEK;50.821208;4.390222;380;
BE.NMBS.172;EUPEN;50.635164;6.037114;382;
BE.NMBS.173;EVERE;50.868281;4.4012;383;
BE.NMBS.174;EZEMAAL;50.772131;4.994222;384;
BE.NMBS.175;FAMILLEUREUX;50.519364;4.211575;391;
BE.NMBS.176;FARCIENNES;50.435567;4.565091;392;
BE.NMBS.177;FAUX;50.621833;4.549264;395;
BE.NMBS.178;FEXHE LE HAUT CLOCHER;50.664364;5.397297;399;
BE.NMBS.179;FLAWINNE;50.456244;4.8063;400;
BE.NMBS.180;FLEMALLE GRANDE;50.605352;5.480983;401;
BE.NMBS.181;FLEMALLE HAUTE;50.594591;5.456364;402;
BE.NMBS.182;FLEURUS;50.481021;4.542909;404;
BE.NMBS.183;FLOREE;50.357516;5.056275;405;
BE.NMBS.184;FLOREFFE;50.443733;4.762781;406;
BE.NMBS.185;FLORENVILLE;49.706969;5.331119;409;
BE.NMBS.186;FLORIVAL;50.761503;4.653873;410;
BE.NMBS.187;FONTAINE VALMONT;50.320439;4.211775;412;
BE.NMBS.188;FORCHIES;50.43305;4.323483;413;
BE.NMBS.189;FOREST EST;50.810204;4.320936;414;
BE.NMBS.190;FOREST MIDI;50.810158;4.310025;415;
BE.NMBS.191;FORRIERES;50.133072;5.276572;418;
BE.NMBS.192;FRAIPONT;50.565414;5.723475;421;
BE.NMBS.193;FRAMERIES;50.405539;3.906314;422;
BE.NMBS.194;FRANCHIMONT;50.525214;5.822594;423;
BE.NMBS.195;FRANIERE;50.439544;4.733547;424;
BE.NMBS.196;FROYENNES;50.629856;3.355508;427;
BE.NMBS.515;FURNES;51.073897;2.669742;1181;
BE.NMBS.197;GALMAARDEN;50.743998;3.964938;432;
BE.NMBS.197;GAMMERAGES;50.743998;3.964938;432;
BE.NMBS.206;GAND DAMPOORT;51.05665;3.740491;449;
BE.NMBS.207;GAND SAINT PIERRE;51.035763;3.710232;455;
BE.NMBS.198;GASTUCHE;50.736647;4.649597;433;
BE.NMBS.199;GAVERE ASPER;50.930558;3.638958;434;
BE.NMBS.200;GEDINNE;49.984133;4.977867;435;
BE.NMBS.201;GEEL;51.169244;4.989567;436;
BE.NMBS.202;GEMBLOUX;50.571292;4.690778;438;
BE.NMBS.203;GENDRON CELLES;50.210804;4.964598;442;
BE.NMBS.204;GENK;50.967056;5.49803;1670;
BE.NMBS.205;GENLY;50.390639;3.911636;446;
BE.NMBS.206;GENT DAMPOORT;51.05665;3.740491;449;
BE.NMBS.207;GENT SINT PIETERS;51.035763;3.710232;455;
BE.NMBS.208;GENTBRUGGE;51.038714;3.755975;447;
BE.NMBS.209;GENVAL;50.726408;4.513725;457;
BE.NMBS.210;GERAARDSBERGEN;50.771025;3.871956;458;
BE.NMBS.206;GHENT DAMPOORT;51.05665;3.740491;449;
BE.NMBS.207;GHENT SINT PIETERS;51.035763;3.710232;455;
BE.NMBS.211;GHLIN;50.487408;3.906342;462;
BE.NMBS.212;GLAAIEN;50.750543;5.535468;470;
BE.NMBS.212;GLONS;50.750543;5.535468;470;
BE.NMBS.213;GODARVILLE;50.4928;4.290314;471;
BE.NMBS.214;GODINNE;50.348908;4.869961;472;
BE.NMBS.215;GONTRODE;50.979844;3.801559;474;
BE.NMBS.216;GOUVY;50.189414;5.953908;477;
BE.NMBS.217;GOUY LEZ PIETON;50.4957;4.325064;479;
BE.NMBS.218;GRAIDE;49.933789;5.043708;480;
BE.NMBS.210;GRAMMONT;50.771025;3.871956;458;
BE.NMBS.219;GROENENDAAL;50.76614;4.44935;486;
BE.NMBS.220;GROOT BIJGAARDEN;50.868231;4.27455;488;
BE.NMBS.221;GRUPONT;50.090622;5.280228;489;
BE.NMBS.222;HAACHT;50.966238;4.613314;493;
BE.NMBS.223;HAALTERT;50.907375;4.021797;494;
BE.NMBS.224;HABAY;49.718619;5.632569;496;
BE.NMBS.225;HAININ;50.428042;3.766787;501;
BE.NMBS.226;HAL;50.7332;4.2395;504;
BE.NMBS.227;HALLE;50.7332;4.2395;504;
BE.NMBS.228;HAM SUR HEURE;50.320539;4.405086;514;
BE.NMBS.229;HAM SUR SAMBRE;50.452852;4.672923;515;
BE.NMBS.230;HAMBOS;50.944247;4.663011;507;
BE.NMBS.231;HAMOIR;50.428342;5.53373;510;
BE.NMBS.232;HANSBEKE;51.072708;3.537447;518;
BE.NMBS.233;HARCHIES;50.481939;3.699;519;
BE.NMBS.234;HARELBEKE;50.856308;3.314617;520;
BE.NMBS.235;HAREN;50.889231;4.419825;1663;
BE.NMBS.236;HAREN SUD;50.889567;4.415109;521;
BE.NMBS.237;HAREN ZUID;50.889567;4.415109;521;
BE.NMBS.238;HASSELT;50.931122;5.32618;523;
BE.NMBS.239;HAUTE FLONE;50.554331;5.331097;530;
BE.NMBS.240;HAVERSIN;50.249672;5.194081;532;
BE.NMBS.241;HAVRE;50.470739;4.058311;535;
BE.NMBS.242;HEIDE;51.365344;4.461131;539;
BE.NMBS.243;HEIST;51.334008;3.240611;540;
BE.NMBS.244;HEIST OP DEN BERG;51.073517;4.709361;541;
BE.NMBS.245;HEIZIJDE;50.988814;4.157117;542;
BE.NMBS.246;HEMIKSEM;51.136393;4.338527;546;
BE.NMBS.247;HENNUYERES;50.651008;4.175892;550;
BE.NMBS.248;HERENT;50.903528;4.672189;553;
BE.NMBS.249;HERENTALS;51.181;4.828608;554;
BE.NMBS.250;HERNE;50.723701;4.014376;559;
BE.NMBS.251;HERSEAUX;50.71425;3.244758;560;
BE.NMBS.252;HERSTAL;50.6604;5.62235;562;
BE.NMBS.253;HERZELE;50.897203;3.879358;563;
BE.NMBS.254;HEUSDEN;51.038314;5.280683;565;
BE.NMBS.255;HEVER;50.996904;4.539585;566;
BE.NMBS.256;HEVERLEE;50.862442;4.694414;567;
BE.NMBS.257;HILLEGEM;50.891303;3.857472;568;
BE.NMBS.258;HOBOKEN POLDER;51.183414;4.348442;570;
BE.NMBS.259;HOEI;50.527239;5.234206;592;
BE.NMBS.260;HOEILAART;50.760158;4.467406;572;
BE.NMBS.261;HOFSTADE;50.988661;4.498342;574;
BE.NMBS.262;HOLLEKEN;50.767081;4.354914;578;
BE.NMBS.263;HONY;50.540336;5.573494;579;
BE.NMBS.264;HOURAING;50.702879;3.835269;583;
BE.NMBS.265;HOURPES;50.363689;4.308742;585;
BE.NMBS.266;HOUYET;50.190339;5.005861;589;
BE.NMBS.267;HOVE;51.154114;4.465469;590;
BE.NMBS.268;HUIZINGEN;50.75171;4.265581;591;
BE.NMBS.269;HUY;50.527239;5.234206;592;
BE.NMBS.270;IDDERGEM;50.876855;4.068503;600;
BE.NMBS.271;IDEGEM;50.801704;3.921411;601;
BE.NMBS.272;IEPER;50.8474;2.876589;602;
BE.NMBS.273;INGELMUNSTER;50.914758;3.254289;604;
BE.NMBS.274;IZEGEM;50.920958;3.21335;606;
BE.NMBS.275;JAMBES;50.454014;4.87536;611;
BE.NMBS.276;JAMBES EST;50.454804;4.880256;610;
BE.NMBS.276;JAMBES OOST;50.454804;4.880256;610;
BE.NMBS.277;JAMIOULX;50.353039;4.410997;612;
BE.NMBS.278;JEMAPPES;50.452289;3.885189;615;
BE.NMBS.279;JEMELLE;50.160472;5.266375;617;
BE.NMBS.280;JEMEPPE SUR MEUSE;50.61843;5.49779;619;
BE.NMBS.281;JEMEPPE SUR SAMBRE;50.450949;4.662626;620;
BE.NMBS.282;JETTE;50.88091;4.328463;621;
BE.NMBS.283;JURBEKE;50.530503;3.910686;628;
BE.NMBS.283;JURBISE;50.530503;3.910686;628;
BE.NMBS.284;JUSLENVILLE;50.544514;5.810194;629;
BE.NMBS.285;KALMTHOUT;51.389744;4.466942;630;
BE.NMBS.286;KAPELLE OP DEN BOS;51.010795;4.358819;634;
BE.NMBS.287;KAPELLEN;51.313375;4.433081;632;
BE.NMBS.288;KESSEL;51.151056;4.618458;635;
BE.NMBS.289;KIEWIT;50.954364;5.350553;636;
BE.NMBS.290;KIJKUIT;51.379236;4.467533;637;
BE.NMBS.291;KNOKKE;51.339608;3.284097;642;
BE.NMBS.292;KOKSIJDE;51.078667;2.654107;643;
BE.NMBS.293;KOMEN;50.77225;2.999117;278;
BE.NMBS.294;KONTICH;51.13364;4.476695;644;
BE.NMBS.295;KORTEMARK;51.025358;3.043867;647;
BE.NMBS.296;KORTENBERG;50.893072;4.543297;648;
BE.NMBS.297;KORTRIJK;50.824339;3.265676;649;
BE.NMBS.298;KWATRECHT;50.991464;3.833333;654;
BE.NMBS.299;LA HULPE;50.737958;4.497064;672;
BE.NMBS.300;LA LOUVIERE CENTRE;50.477773;4.179965;673;
BE.NMBS.300;LA LOUVIERE CENTRUM;50.477773;4.179965;673;
BE.NMBS.301;LA LOUVIERE SUD;50.465017;4.190115;1744;
BE.NMBS.301;LA LOUVIERE ZUID;50.465017;4.190115;1744;
BE.NMBS.132;LA PANNE;51.077288;2.602397;13;
BE.NMBS.303;LABUISSIERE;50.316139;4.186581;664;
BE.NMBS.304;LANDEGEM;51.064114;3.576889;682;
BE.NMBS.305;LANDELIES;50.377314;4.350981;683;
BE.NMBS.306;LANDEN;50.747925;5.079658;684;
BE.NMBS.307;LANDSKOUTER;50.970664;3.791227;685;
BE.NMBS.308;LANGDORP;51.002469;4.863539;686;
BE.NMBS.309;LE CAMPINAIRE;50.429587;4.552951;700;
BE.NMBS.310;LEBBEKE;51.004606;4.134544;699;
BE.NMBS.311;LEDE;50.970903;3.984975;701;
BE.NMBS.312;LEIGNON;50.267772;5.107781;704;
BE.NMBS.313;LEMAN;50.5995;5.467;705;
BE.NMBS.314;LEMBEEK;50.715108;4.221581;706;
BE.NMBS.315;LENS;50.559128;3.903279;707;
BE.NMBS.316;LEOPOLDSBURG;51.117314;5.257289;708;
BE.NMBS.317;LESSEN;50.712947;3.836492;710;
BE.NMBS.317;LESSINES;50.712947;3.836492;710;
BE.NMBS.318;LEUVEN;50.881356;4.716096;715;
BE.NMBS.319;LEUZE;50.600576;3.61677;719;
BE.NMBS.320;LEVAL;50.4308;4.211044;720;
BE.NMBS.321;LIBRAMONT;49.920425;5.379272;723;
BE.NMBS.322;LICHTERVELDE;51.025281;3.126908;724;
BE.NMBS.323;LIEDEKERKE;50.882525;4.095286;725;
BE.NMBS.324;LIEGE GUILLEMINS;50.622935;5.568461;726;
BE.NMBS.325;LIEGE JONFOSSE;50.6403;5.561125;728;
BE.NMBS.326;LIEGE PALAIS;50.64705;5.57255;730;
BE.NMBS.327;LIER;51.136022;4.561579;732;
BE.NMBS.328;LIERDE;50.816822;3.825947;1085;
BE.NMBS.327;LIERRE;51.136022;4.561579;732;
BE.NMBS.329;LIERS;50.698464;5.566533;733;
BE.NMBS.330;LIGNY;50.511514;4.565608;736;
BE.NMBS.331;LILLOIS;50.643742;4.363247;738;
BE.NMBS.332;LIMAL;50.692144;4.575297;739;
BE.NMBS.333;LINKEBEEK;50.773331;4.339781;742;
BE.NMBS.334;LISSEWEGE;51.294708;3.194506;743;
BE.NMBS.335;LOBBES;50.346384;4.260988;744;
BE.NMBS.336;LODELINSART;50.43245;4.462947;747;
BE.NMBS.337;LOKEREN;51.107103;3.985283;748;
BE.NMBS.338;LOMMEL;51.211664;5.310547;750;
BE.NMBS.339;LONDERZEEL;51.009519;4.296936;751;
BE.NMBS.340;LONZEE;50.551939;4.720097;754;
BE.NMBS.341;LOT;50.765175;4.272426;759;
BE.NMBS.318;LOUVAIN;50.881356;4.716096;715;
BE.NMBS.324;LUIK GUILLEMINS;50.622935;5.568461;726;
BE.NMBS.325;LUIK JONFOSSE;50.6403;5.561125;728;
BE.NMBS.326;LUIK PALEIS;50.64705;5.57255;730;
BE.NMBS.343;LUSTIN;50.369746;4.877468;767;
BE.NMBS.324;LUTTICH  GUILLEMINS;50.622935;5.568461;726;
BE.NMBS.325;LUTTICH  JONFOSSE;50.6403;5.561125;728;
BE.NMBS.326;LUTTICH  PALAIS;50.64705;5.57255;730;
BE.NMBS.344;LUTTRE;50.505864;4.384119;768;
BE.NMBS.345;MAFFLE;50.614031;3.800459;782;
BE.NMBS.346;MALDEREN;51.014325;4.231403;781;
BE.NMBS.360;MALINES;51.01758;4.48313;810;
BE.NMBS.361;MALINES NEKKERSPOEL;51.030012;4.489986;811;
BE.NMBS.347;MANAGE;50.506114;4.234678;784;
BE.NMBS.348;MARBEHAN;49.728319;5.539533;786;
BE.NMBS.349;MARCHE EN FAMENNE;50.222472;5.346294;788;
BE.NMBS.350;MARCHE LES DAMES;50.480739;4.964581;789;
BE.NMBS.351;MARCHE LEZ ECAUSSINNES;50.545931;4.176558;790;
BE.NMBS.352;MARCHIENNE AU PONT;50.412173;4.394223;791;
BE.NMBS.353;MARCHIENNE ZONE;50.397166;4.389017;793;
BE.NMBS.354;MARIA AALTER;51.107608;3.386725;797;
BE.NMBS.355;MARIEMBOURG;50.095489;4.525694;798;
BE.NMBS.356;MARLOIE;50.203115;5.31456;801;
BE.NMBS.357;MASNUY SAINT PIERRE;50.536547;3.962139;805;
BE.NMBS.358;MAUBRAY;50.546947;3.495487;807;
BE.NMBS.359;MAZY;50.513503;4.675825;809;
BE.NMBS.360;MECHELEN;51.01758;4.48313;810;
BE.NMBS.361;MECHELEN NEKKERSPOEL;51.030012;4.489986;811;
BE.NMBS.362;MEISER;50.854558;4.394025;812;
BE.NMBS.363;MELKOUWEN;51.095064;4.671031;814;
BE.NMBS.364;MELLE;51.002814;3.797086;815;
BE.NMBS.365;MELREUX HOTTON;50.283672;5.440142;818;
BE.NMBS.366;MELSELE;51.210714;4.288533;819;
BE.NMBS.367;MENEN;50.799492;3.113794;820;
BE.NMBS.367;MENIN;50.799492;3.113794;820;
BE.NMBS.368;MERCHTEM;50.953853;4.223492;821;
BE.NMBS.369;MERELBEKE;51.020153;3.764963;822;
BE.NMBS.370;MERODE;50.839881;4.399058;826;
BE.NMBS.371;MERY;50.548233;5.586942;827;
BE.NMBS.372;MEVERGNIES ATTRE;50.600333;3.833003;832;
BE.NMBS.373;MILMORT;50.693364;5.599325;835;
BE.NMBS.374;MOENSBERG;50.777909;4.32979;837;
BE.NMBS.385;MOESKROEN;50.738372;3.225307;868;
BE.NMBS.375;MOL;51.191064;5.114733;840;
